MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.015625 s         4/13/2017 3:11:26 PM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
4.0673828 1381.3774 0.023903998 -0.00015819758
4.0771484 1387.3411 0.023994744 1.42974e-05
4.0869141 1386.4559 0.024049433 -1.9588309e-05
4.0966797 1382.2655 0.024044514 -0.00014644941
4.1064453 1378.3174 0.024058072 -7.6421566e-05
4.1162109 1376.873  0.024102481 -9.4634575e-05
4.1259766 1378.2339 0.024078786 -6.1341478e-07
4.1357422 1383.4182 0.02416536 -0.00017028114
4.1455078 1396.881  0.024265798 -0.00018588774
4.1552734 1407.9805 0.024365783 -3.9465885e-05
4.1650391 1416.0118 0.024443567 -7.7858276e-05
4.1748047 1418.1165 0.024551451 -6.2291765e-05
4.1845703 1422.5923 0.024695098 -0.00019255282
4.1943359 1431.3401 0.024745909 -3.4346704e-05
4.2041016 1434.8711 0.024838448 1.1665279e-05
4.2138672 1432.7203 0.02486527 -0.00012400154
4.2236328 1430.2754 0.02489686 -9.6373267e-05
4.2333984 1426.9022 0.024857223 -0.00010503822
4.2431641 1420.642  0.024909822 3.1848096e-05
4.2529297 1417.2096 0.024872124 -0.00012431183
4.2626953 1418.0397 0.02493724 -0.00018429691
4.2724609 1426.7429 0.024942009 -7.084832e-05
4.2822266 1441.0664 0.025065986 -8.4821855e-05
4.2919922 1452.2897 0.025177749 -4.5611087e-05
4.3017578 1456.0961 0.025258215 -0.00018587332
4.3115234 1453.7345 0.025278628 -8.8493543e-05
4.3212891 1453.955  0.025351942 2.0066748e-06
4.3310547 1453.296  0.025351198 -9.8060918e-05
4.3408203 1460.7922 0.025423467 -7.5738477e-05
4.3505859 1468.8511 0.025433453 -0.00016065463
4.3603516 1473.8633 0.025567114 1.7295581e-05
4.3701172 1476.2137 0.025604518 -3.446094e-05
4.3798828 1485.8882 0.025697649 -0.00013621555
4.3896484 1492.8741 0.025782585 -7.3899464e-05
4.3994141 1491.8445 0.025832804 -9.3255861e-05
4.4091797 1498.7434 0.025891216 1.6914596e-06
4.4189453 1509.0422 0.026065111 -0.00016661365
4.4287109 1514.3077 0.02618134 -0.00017099245
4.4384766 1516.7915 0.026225448 -3.4455985e-05
4.4482422 1519.1222 0.026276859 -9.62661e-05
4.4580078 1517.7546 0.026298912 -8.0142243e-05
4.4677734 1510.9204 0.026289074 -0.00020064309
4.4775391 1505.8733 0.02633661 -1.4321691e-05
4.4873047 1506.6381 0.02633795 3.4147732e-05
4.4970703 1517.4357 0.026476085 -0.00012109715
4.5068359 1518.8468 0.02649039 -8.2443155e-05
4.5166016 1518.145  0.026482344 -0.00010338216
4.5263672 1517.8921 0.026558788 3.099157e-05
4.5361328 1518.0338 0.026529582 -0.00012026454
4.5458984 1530.2261 0.026621222 -0.00020824614
4.5556641 1541.53   0.026726723 -4.1880729e-05
4.5654297 1554.5068 0.026848316 -9.4220304e-05
4.5751953 1562.6187 0.026920589 -2.822155e-05
4.5849609 1567.1989 0.027003884 -0.00019379561
4.5947266 1571.6628 0.027065277 -8.4874671e-05
4.6044922 1565.3749 0.027129054 -6.8453869e-06
4.6142578 1557.0618 0.027129801 -9.9714278e-05
4.6240234 1556.1415 0.027144996 -7.115156e-05
4.6337891 1570.311  0.027248561 -0.000150753
4.6435547 1577.3953 0.027318001 2.0633213e-05
4.6533203 1585.2933 0.027398765 -3.4896038e-05
4.6630859 1588.3235 0.027447045 -0.00015111847
4.6728516 1586.8668 0.027536154 -8.0299731e-05
4.6826172 1581.8546 0.027510822 -9.7430944e-05
4.6923828 1590.329  0.027558208 -8.1279604e-06
4.7021484 1603.8268 0.027683822 -0.00017972209
4.7119141 1610.1857 0.027767122 -0.00016128391
4.7216797 1608.8809 0.02779752 -2.5724865e-05
4.7314453 1601.9363 0.027830601 -8.864652e-05
4.7412109 1596.0504 0.027825236 -5.7215839e-05
4.7509766 1593.4535 0.027816594 -0.00019257751
4.7607422 1603.4015 0.027905853 -1.7216205e-05
4.7705078 1617.4502 0.027997494 1.5167392e-05
4.7802734 1631.2236 0.028161407 -0.00012774316
4.7900391 1637.0172 0.028209241 -0.00010070101
4.7998047 1635.7185 0.028257521 -0.00010051853
4.8095703 1631.2764 0.028253496 1.6877213e-05
4.8193359 1636.223  0.028362123 -0.00011603545
4.8291016 1646.7758 0.028423071 -0.00018441837
4.8388672 1656.9336 0.028542578 -6.5195243e-05
4.8486328 1654.5706 0.028565081 -7.9874117e-05
4.8583984 1647.4982 0.02861172 -5.1070376e-05
4.8681641 1642.6526 0.02856791 -0.0001860709
4.8779297 1647.7399 0.028625429 -6.1375453e-05
4.8876953 1660.9995 0.028753579 3.0809383e-06
4.8974609 1671.1278 0.028824655 -0.00011499007
4.9072266 1676.1244 0.028902443 -9.3480841e-05
