MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.017578 s         4/13/2017 11:15:12 AM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
2.2724609 2148.5442 0.020076931 -0.00091511384
2.2822266 2156.5632 0.020151436 -0.0009438303
2.2919922 2158.3381 0.020170061 -0.00086197245
2.3017578 2157.0952 0.020202994 -0.0010219753
2.3115234 2155.7947 0.020190923 -0.00099785021
2.3212891 2159.2151 0.020232201 -0.0008760643
2.3310547 2162.6472 0.020313263 -0.0009433477
2.3408203 2161.4673 0.020259023 -0.0008623717
2.3505859 2175.6416 0.020415485 -0.00097699813
2.3603516 2193.687  0.020489395 -0.00086540036
2.3701172 2206.3149 0.020584166 -0.0007891616
2.3798828 2217.8159 0.020667465 -0.00086837582
2.3896484 2224.6648 0.020753892 -0.00082281983
2.3994141 2222.7478 0.020806042 -0.00082847883
2.4091797 2219.6899 0.020751206 -0.00072572072
2.4189453 2222.4934 0.020824226 -0.00087208685
2.4287109 2226.5618 0.020848362 -0.0009469763
2.4384766 2233.1162 0.020937622 -0.00080178719
2.4482422 2235.4531 0.020942092 -0.00082126376
2.4580078 2243.1624 0.021039693 -0.00079836207
2.4677734 2248.9121 0.021086633 -0.00081495213
2.4775391 2249.7983 0.021113006 -0.00068201736
2.4873047 2253.9773 0.021196306 -0.0006023274
2.4970703 2268.0681 0.021276919 -0.00074190431
2.5068359 2277.9778 0.021315217 -0.00072030554
2.5166016 2283.0439 0.021399705 -0.0007638848
2.5263672 2291.2625 0.021454394 -0.00047542734
2.5361328 2304.7249 0.021559298 -0.00057768077
2.5458984 2316.2314 0.021636188 -0.00068240234
2.5556641 2322.6914 0.021704137 -0.00056337134
2.5654297 2329.4502 0.021807401 -0.00057090947
2.5751953 2343.1753 0.021893827 -0.00052866532
2.5849609 2353.1396 0.021983385 -0.00057911396
2.5947266 2358.9292 0.022030175 -0.00051830208
2.6044922 2356.0193 0.022057593 -0.00038682244
2.6142578 2351.8652 0.022071155 -0.00048371803
2.6240234 2354.1194 0.022058042 -0.00045129913
2.6337891 2365.8645 0.022183955 -0.00054353673
2.6435547 2373.3931 0.02225697 -0.00038353581
2.6533203 2381.2297 0.022306442 -0.00025092222
2.6630859 2382.9333 0.022376478 -0.00051570748
2.6728516 2379.1943 0.022302568 -0.00035899185
2.6826172 2391.5974 0.022452772 -0.00037224579
2.6923828 2405.707  0.02253145 -0.00032675764
2.7021484 2413.1108 0.022595374 -0.00043306409
2.7119141 2416.5637 0.022593439 -0.00047348128
2.7216797 2423.3618 0.022636501 -0.00038531821
2.7314453 2435.3733 0.022775829 -0.00038246601
2.7412109 2443.3792 0.022826493 -0.00031650529
2.7509766 2448.4521 0.022893397 -0.00051989569
2.7607422 2446.4905 0.022884011 -0.00041384547
2.7705078 2448.4712 0.022904873 -0.0003317896
2.7802734 2454.9592 0.022972671 -0.00050175417
2.7900391 2462.6843 0.023038685 -0.00046635838
2.7998047 2469.5989 0.023110358 -0.00048589145
2.8095703 2478.5371 0.02317816 -0.00035445348
2.8193359 2491.4778 0.023220031 -0.00050130085
2.8291016 2500.8196 0.023353847 -0.00056556624
2.8388672 2513.4504 0.023439825 -0.00044046468
2.8486328 2519.1616 0.02352372 -0.00045073402
2.8583984 2526.3672 0.023556054 -0.00039395862
2.8681641 2537.7397 0.023640096 -0.00058303768
2.8779297 2545.7791 0.023675859 -0.00059562066
2.8876953 2543.7253 0.023749622 -0.00049063464
2.8974609 2542.6714 0.023740379 -0.00047280663
2.9072266 2542.9763 0.023827402 -0.00058364135
2.9169922 2540.2495 0.023768989 -0.00065211556
2.9267578 2538.1323 0.0238204 -0.00036262732
2.9365234 2539.9458 0.023802368 -0.00051330216
2.9462891 2548.229  0.023887603 -0.00066636177
2.9560547 2562.6072 0.023980439 -0.00058729929
2.9658203 2567.782  0.024057182 -0.00059275655
2.9755859 2566.6223 0.024035422 -0.00047763143
2.9853516 2568.4287 0.024076255 -0.00067149964
2.9951172 2577.5051 0.024114251 -0.00066723762
3.0048828 2587.1628 0.024175942 -0.00053845253
3.0146484 2597.7903 0.024251938 -0.00045650205
3.0244141 2605.7886 0.024325252 -0.00057527545
3.0341797 2618.9136 0.024403334 -0.0006922101
3.0439453 2634.104  0.024539383 -0.00041383997
3.0537109 2650.5332 0.024608819 -0.00033956562
3.0634766 2662.7451 0.024727285 -0.00049884565
3.0732422 2659.282  0.024745615 -0.00046369963
3.0830078 2655.6655 0.024782717 -0.00048474333
3.0927734 2655.7964 0.024741737 -0.00034531258
3.1025391 2661.0659 0.024794936 -0.00041521448
3.1123047 2671.2964 0.024899244 -0.00053993013
3.1220703 2682.4954 0.024974048 -0.00042510292
3.1318359 2688.4836 0.025024414 -0.00037120446
3.1416016 2697.0151 0.025117695 -0.00030163347
3.1513672 2710.0256 0.025211422 -0.00044877833
3.1611328 2716.0588 0.02522707 -0.00031944091
3.1708984 2724.9211 0.025351493 -0.0002203412
3.1806641 2726.7026 0.025348663 -0.0003561131
3.1904297 2725.5847 0.025383679 -0.00027741358
3.2001953 2728.3245 0.025407374 -0.00026785242
3.2099609 2733.2861 0.025446117 -0.00017021799
3.2197266 2742.0876 0.025529115 -0.00028158116
3.2294922 2761.1982 0.025680065 -0.0003097546
3.2392578 2769.969  0.025721939 -0.00020934317
3.2490234 2776.8967 0.025796592 -0.00018067108
3.2587891 2786.2197 0.02588764 5.2716891e-06
3.2685547 2795.3142 0.025969744 -0.00017686191
3.2783203 2803.498  0.026027262 -0.00012048894
3.2880859 2808.9792 0.026081355 -1.4743038e-05
3.2978516 2809.1213 0.026114881 -9.7085795e-05
3.3076172 2806.5688 0.026109815 -7.2118833e-05
3.3173828 2810.5164 0.026175082 -0.00019254177
3.3271484 2814.4365 0.026219189 2.6618318e-05
3.3369141 2826.0952 0.026306212 0.0001252331
3.3466797 2829.8516 0.026353002 -1.4403875e-05
3.3564453 2833.9895 0.02638042 4.3498538e-05
3.3662109 2838.0305 0.026462523 2.841588e-05
3.3759766 2842.8635 0.026495755 0.00014727225
3.3857422 2849.6887 0.026507823 -4.8921934e-06
3.3955078 2862.0764 0.026584864 3.5212885e-05
3.4052734 2873.4976 0.026632698 0.00018677463
3.4150391 2879.3252 0.026734769 0.00016263907
3.4248047 2881.8848 0.02678901 0.00018614947
3.4345703 2883.7913 0.026789157 5.2361687e-05
3.4443359 2886.7441 0.026890635 0.00018212444
3.4541016 2899.6975 0.026961863 0.00024841333
3.4638672 2906.3713 0.026979597 0.00010783129
3.4736328 2905.2131 0.027010739 0.00023565165
3.4833984 2915.2795 0.027071238 0.00012086889
3.4931641 2936.532  0.027213247 0.00035246203
3.5029297 2957.9192 0.027357785 0.00025151714
3.5126953 2968.6057 0.02749637 0.00015436443
3.5224609 2969.4241 0.027460901 0.00027368095
3.5322266 2966.3503 0.027510079 0.00025186822
3.5419922 2964.5271 0.027551055 0.00030966519
3.5517578 2966.0674 0.027590243 0.00025047857
3.5615234 2975.3735 0.027664006 0.00036676467
3.5712891 2982.4163 0.027676074 0.00046401453
3.5810547 2993.4238 0.02775565 0.00036380658
3.5908203 3009.0791 0.027861297 0.00038333412
3.6005859 3019.4121 0.02800107 0.00030978804
3.6103516 3021.5342 0.028039368 0.00052755803
3.6201172 3028.3552 0.028042046 0.00055965845
3.6298828 3038.1379 0.028145162 0.00042529768
3.6396484 3045.1758 0.028214009 0.000513623
3.6494141 3043.355  0.028189866 0.00054559048
3.6591797 3049.3286 0.02828449 0.00073554728
3.6689453 3054.771  0.028319955 0.00056618504
3.6787109 3054.4365 0.028387753 0.00051961245
3.6884766 3057.5176 0.028411301 0.0006749013
3.6982422 3060.5317 0.028440356 0.00062057475
