MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.016602 s         4/13/2017 12:12:46 PM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
3.0332031 1217.3878 0.017780066 -1.4572827e-06
3.0429688 1219.496  0.017837137 -7.2639465e-05
3.0527344 1220.4646 0.017883033 0.00010277222
3.0625    1211.8055 0.017898828 0.00010209197
3.0722656 1205.2273 0.017940849 -4.8178241e-05
3.0820313 1199.3054 0.017869323 2.6777243e-06
3.0917969 1197.408  0.017943233 -3.8959315e-06
3.1015625 1207.9315 0.017989948 0.00012574227
3.1113281 1220.1179 0.018060729 -4.2562002e-05
3.1210938 1238.936  0.018173009 -9.8599572e-05
3.1308594 1251.4681 0.018294603 5.7143967e-05
3.140625  1247.75   0.018321797 7.5770504e-06
3.1503906 1243.1322 0.018358156 3.0572915e-05
3.1601563 1247.5084 0.018371046 -9.2484661e-05
3.1699219 1260.6899 0.018485561 6.9999958e-05
3.1796875 1265.6691 0.01858823 0.00012148228
3.1894531 1259.9156 0.018545315 -1.8462169e-05
3.1992188 1257.8915 0.018614531 -9.6787135e-06
3.2089844 1266.8167 0.018752739 -3.3714852e-05
3.21875   1278.3571 0.018793419 0.00011875803
3.2285156 1284.6501 0.018885806 -1.3382462e-05
3.2382813 1280.7861 0.018873885 -0.00010603429
3.2480469 1285.2551 0.018936172 2.5634745e-05
3.2578125 1295.047  0.019032657 5.4243983e-06
3.2675781 1299.0306 0.019102842 6.4817155e-05
3.2773438 1303.5496 0.019160658 -7.6044627e-05
3.2871094 1312.0271 0.019246787 -7.3791675e-06
3.296875  1315.0562 0.019317493 9.7384422e-05
3.3066406 1322.8782 0.019407496 -9.9735041e-07
3.3164063 1325.4935 0.019445196 1.3558862e-05
3.3261719 1326.3137 0.01952067 -6.0760536e-05
3.3359375 1329.4919 0.01959756 0.00010629463
3.3457031 1329.4496 0.019631609 8.2325947e-05
3.3554688 1326.2271 0.019634515 -4.2759431e-05
3.3652344 1330.132  0.019666106 1.9717016e-05
3.375     1335.7322 0.019749403 7.0326714e-06
3.3847656 1345.9163 0.019817797 0.00011024546
3.3945313 1356.2302 0.019932985 -6.2910884e-05
3.4042969 1353.8209 0.019989982 -9.1696616e-05
3.4140625 1345.4395 0.019969495 5.9534577e-05
3.4238281 1340.1521 0.020009875 1.9604695e-05
3.4335938 1345.6355 0.020030662 2.5596075e-05
3.4433594 1354.8021 0.020102337 -8.7704226e-05
3.453125  1360.5378 0.020153077 7.3216499e-05
3.4628906 1366.0132 0.020246506 0.00012838175
3.4726563 1369.8066 0.020298585 -3.7238278e-05
3.4824219 1380.1398 0.020392386 3.4406398e-06
3.4921875 1380.9756 0.020394027 1.567396e-06
3.5019531 1385.6123 0.020450354 0.00011439221
3.5117188 1383.0076 0.020476207 -1.6284883e-05
3.5214844 1383.2279 0.020540802 -9.7537581e-05
3.53125   1392.1436 0.020639226 5.3160235e-05
3.5410156 1390.8135 0.020623954 3.3344051e-05
3.5507813 1386.9999 0.020657554 5.6545105e-05
3.5605469 1394.0813 0.02072148 -8.2730818e-05
3.5703125 1397.7562 0.020781681 1.7762934e-05
3.5800781 1403.2622 0.020788833 9.6077274e-05
3.5898438 1414.0472 0.020918623 8.4805009e-07
3.5996094 1429.6516 0.021037014 1.322242e-05
3.609375  1440.5023 0.021110328 -5.1728966e-05
3.6191406 1442.3636 0.021221936 0.00010788567
3.6289063 1447.2135 0.021254122 4.9459755e-05
3.6386719 1454.288  0.02133362 -6.1335049e-05
3.6484375 1458.1384 0.021441877 8.1410235e-06
3.6582031 1453.8331 0.021419898 1.247738e-05
3.6679688 1451.499  0.021511689 9.8840843e-05
3.6777344 1453.9478 0.021530762 -7.1635644e-05
3.6875    1454.3356 0.021553859 -7.9678321e-05
3.6972656 1457.5968 0.0216271 4.9273473e-05
3.7070313 1470.6344 0.021713225 -2.9731452e-06
3.7167969 1476.2871 0.021745786 2.2380158e-05
3.7265625 1482.9479 0.021852478 -9.160491e-05
3.7363281 1488.5314 0.021982118 6.4578337e-05
3.7460938 1497.4557 0.0220301 0.00011408808
3.7558594 1501.4056 0.022088513 -4.5758883e-05
3.765625  1500.0952 0.022157654 1.8719005e-05
3.7753906 1497.0134 0.022145137 1.8009428e-07
3.7851563 1489.1969 0.022155643 0.00011891461
3.7949219 1482.4359 0.022179333 -4.6115849e-05
3.8046875 1479.0775 0.022185743 -9.0208254e-05
3.8144531 1487.2894 0.022236856 5.685227e-05
3.8242188 1488.5432 0.022283196 2.496868e-05
3.8339844 1489.0284 0.022312252 5.3614211e-05
3.84375   1497.7784 0.022365602 -0.0001070955
3.8535156 1519.233  0.022503808 3.4512817e-05
3.8632813 1529.9396 0.022564232 0.00011073008
3.8730469 1543.3611 0.022686496 -2.3273855e-05
3.8828125 1551.729  0.022819117 1.3859582e-05
3.8925781 1544.5657 0.022799149 -4.4542725e-05
3.9023438 1537.7437 0.022775976 0.00010980337
3.9121094 1545.3232 0.022867396 2.2048787e-05
3.921875  1540.2589 0.022887066 -7.01553e-05
3.9316406 1544.8282 0.022911951 2.1080885e-05
3.9414063 1556.4199 0.023024306 2.2182647e-05
3.9511719 1562.3151 0.023081377 8.524632e-05
3.9609375 1566.5292 0.023150889 -7.7668752e-05
3.9707031 1574.2574 0.023247674 -4.0038893e-05
3.9804688 1575.1394 0.023288878 7.7546072e-05
3.9902344 1585.515  0.023406895 4.1177623e-06
4         1598.4659 0.023465529 9.7609836e-06
4.0097656 1600.1755 0.023553371 -7.8397265e-05
4.0195313 1601.5824 0.023611858 8.4939216e-05
4.0292969 1608.6595 0.023672732 0.00010553616
4.0390625 1613.9447 0.02380006 -4.2608324e-05
4.0488281 1616.1794 0.023838505 -5.7345719e-06
4.0585938 1617.6219 0.023873599 2.9202085e-06
4.0683594 1615.6356 0.023934171 0.00012932588
4.078125  1616.1556 0.023982152 -6.0009275e-05
4.0878906 1612.7059 0.024021864 -9.4901865e-05
4.0976563 1614.4271 0.023997501 4.366033e-05
4.1074219 1622.0485 0.024133475 1.697478e-05
4.1171875 1632.0593 0.024125131 5.8088612e-05
4.1269531 1639.0298 0.024224147 -8.0154285e-05
4.1367188 1643.6531 0.024329869 4.7002402e-05
4.1464844 1651.4401 0.024405792 0.00012604141
4.15625   1657.9122 0.024462715 -2.6990838e-05
4.1660156 1660.4526 0.024522766 1.561452e-05
4.1757813 1667.7682 0.024576036 -1.3693152e-05
4.1855469 1676.8597 0.024687946 0.00012782402
4.1953125 1678.4857 0.024732575 2.2590215e-05
4.2050781 1678.7704 0.024761112 -7.8632795e-05
